Unnamed: 0,path,label,image_data
2106,Sad/2b51b23a4b8a2d97b63074fa48cc5542acf768297c8a8f824d49a07e.jpg,Sad,[132 132 132 ...  19  23  22]
2107,Sad/5b28721dfc034a6b1e94f7a9a88ac9e03ba7b26614680d77a70b4470.jpg,Sad,[171 173 162 ... 177 183 171]
2108,Sad/3a2a9e1cb1c3ad79229aac0aefa8396d5c0e0baf6833dbb7e68a5c17.jpg,Sad,[178 142  56 ... 152 153 157]
2109,Sad/3a6cadd337887b4e3af544ed5ed592aec26fd4ec02e4aa1058c797c4.jpg,Sad,[227 223 198 ...  25  10   3]
2110,Sad/0dcd04c899c7015d02983cb9d31130421f3f23f2a084c00946895063.jpg,Sad,[80 80 80 ... 74 74 74]
2111,Sad/cropped_emotions.499083.png,Sad,[255 255 255 ... 101  42  41]
2112,Sad/5a199e509f21cf1093380cdf62706430059b63bfea599e2608d16ded.jpg,Sad,[116  72  61 ... 196 144 131]
2113,Sad/2bb43fbbf58ab9832e5e3a7f1800d1ee5a3af77a3a7f5e7bdbadd590.jpg,Sad,[255 255 255 ... 254 254 254]
2114,Sad/6f95636a0b96a89facfd8607ea31a09b6ebeee036628deb744f71201.jpg,Sad,[244 228 132 ...  40  18   7]
2115,Sad/6b3f881fb749fa74f2f977640b7d9331cff103329fd6515ca827c18f.jpg,Sad,[164 165 170 ... 101  52 143]
2116,Sad/3b3eadc2f27a0c6f9b16fa56c66e12be9a6db5fa3d95c48a5ed55da1.jpg,Sad,[ 2  8  4 ...  3 38 45]
2117,Sad/1b34a4bb351db651a3eab45b549be82318f4c5c7acb931900657a909.jpg,Sad,[150 154  78 ... 254 254 252]
2118,Sad/1a365345765c969725d757948e560bcc13d73747cb232921b1a8d9c5.jpeg,Sad,[134 133 129 ... 132 133 125]
2119,Sad/08bbf8a9bd819f7c43a2c03e6849810dfdc54a835d9e14274f8120c8.jpg,Sad,[152 129 112 ...  51  46  76]
2120,Sad/cropped_emotions.6273.png,Sad,[0 0 0 ... 0 0 0]
2121,Sad/cropped_emotions.5945.png,Sad,[172 174 173 ... 187 188 193]
2122,Sad/cropped_emotions.499221.png,Sad,[ 0  0  0 ... 46 27 47]
2123,Sad/3a82c66ffe0fe6dd0817c987cc493ba95c825de8b60bc488ffd086a9.jpg,Sad,[52 57 51 ... 55 45 33]
2124,Sad/cropped_emotions.6247.png,Sad,[0 0 0 ... 0 0 0]
2125,Sad/0ffe1e321a894e0416b80a68d2cbed0d2f6ee82dc7c396ffa48118f7.jpg,Sad,[57 51 39 ... 55 51 65]
2126,Sad/cropped_emotions.5911.png,Sad,[0 0 0 ... 0 0 0]
2127,Sad/cropped_emotions.499279.png,Sad,[ 0  0  0 ... 71 38 19]
2128,Sad/cropped_emotions.499235.png,Sad,[0 0 0 ... 0 0 0]
2129,Sad/03d9c952fded757f77ffb545b74949ea1a0a620b61c320edeef92cb5.JPG,Sad,[219 212 220 ... 217 228 229]
2130,Sad/04a510ab97da6a8aaf2048e8874401f0deb269bab2711f498ac5af6e.jpg,Sad,[57 38 64 ... 80 39 90]
2131,Sad/2d2ede63436fc42c9132762bc2feab4302ef89a7c2e50aff6714aab6.jpg,Sad,[ 42  29  21 ... 255 237 241]
2132,Sad/cropped_emotions.5924.png,Sad,[235 138 181 ... 249 189 201]
2133,Sad/1dabe109c50f8b18d2ca06b462bd63a54bbeacf0c6616680cba0d176.jpg,Sad,[12 21  8 ... 61 37 25]
2134,Sad/cropped_emotions.499290.png,Sad,[  4   3   0 ... 192 198 196]
2135,Sad/cropped_emotions.5923.png,Sad,[0 0 0 ... 0 0 0]
2136,Sad/0d445b389ad0c2bd40f7992d1dad7379744da20d2ed92e63d23493c3.jpg,Sad,[20 24 10 ... 83 79 60]
2137,Sad/3c8716992a43ba9e56829f376431c7e34d5c04efa5689b7e7c402010.jpg,Sad,[158 130 121 ... 243 207 180]
2138,Sad/0a1d613237e9af295213c61e1c2b9d7fd211fad638c522afb9548901.jpg,Sad,[146 155 134 ... 142  56  79]
2139,Sad/5f25dd84637ff8bf64d9b43f744e4d4b8d33e2699b35da3171dec8ad.jpg,Sad,[162 157 129 ... 137 115 112]
2140,Sad/1d9cb9f06e5176adb6e5e840cd169aaf4f61635b3fb09dd588aedb68.jpg,Sad,[219 221 220 ...  33  28  34]
2141,Sad/4bdd776d8166f22fbd6f4293a56ec5e34c105663da00fdbafd404e51.jpg,Sad,[45 41 40 ... 96 82 73]
2142,Sad/1a1fa3ef58b49b65200e9241d8db18b675ec606fd78f667e1d9a4176.jpg,Sad,[14 33 45 ... 13 30 40]
2143,Sad/4bcd1d53125b02b294874923e44e75405c3fcc51e0afd8525effdd48.jpeg,Sad,[251 232 199 ...  13  12  30]
2144,Sad/3a9e9c806ee11aa280792f21aea9146fb642afb352f1e2273bd0a7b1.jpg,Sad,[ 8  7  3 ... 40 21  7]
2145,Sad/cropped_emotions.6222.png,Sad,[0 0 0 ... 0 0 0]
2146,Sad/5ee6fda7183b860857f3c391e9bc6a6223f49447e0f50ed45c8214a4.jpg,Sad,[ 59  51  38 ... 109 102  96]
2147,Sad/7d0193e8b4eef6017ad8fe4a45f400c1d0bcebd06e241257c8130770.jpg,Sad,[ 21  38  66 ... 247 205 170]
2148,Sad/1ad06a55b2a102cd27c76e267e99e20120a2fe0daf2b87a028b08aa5.jpg,Sad,[14 12  1 ... 12 13 27]
2149,Sad/cropped_emotions.6249.png,Sad,[0 0 0 ... 0 0 0]
2150,Sad/cropped_emotions.163879.png,Sad,[171 164 170 ... 221 162 157]
2151,Sad/4a3e93e49556c26277d27716fd425da4cdd48c0ca9f87956d554d722.jpg,Sad,[ 93  83  73 ... 155 140 124]
2152,Sad/6ed53f1e63c8606c8827b3fb95ca83a76d5c6432890de4321112c657.jpg,Sad,[158 163 159 ...  63  80  63]
2153,Sad/cropped_emotions.570028.png,Sad,[173 176 149 ... 195 187 150]
2154,Sad/7c62a304cc60ef4e4816353faf7ea74f7ea03e846d763e69ee08982a.jpg,Sad,[205 207 207 ... 108 111  97]
2155,Sad/0c622824952de613a8b2471c44b1296f6179dc59c02422d37e5bb559.jpg,Sad,[108 132 142 ... 197 207 219]
2156,Sad/0ebdf516cf78f073ae2ad07f9117249e4642bc970771b34b06fcf1ae.jpg,Sad,[85 72 66 ... 18 19 24]
2157,Sad/7f221d42ef1d7b3ada71b04e466372c510ae0d83025437e8fecaa9f7.jpg,Sad,[ 73  64  69 ... 202 122  82]
2158,Sad/8a27725c5205660ef5a642125d46abcf2d987cd502d2e607a52054d3.jpg,Sad,[115 134 140 ...  60  56  44]
2159,Sad/3bdce1463c1fea752b6c930fff603a2ae0d4d99be3c490e512c45b85.JPG,Sad,[44 20  3 ... 62 36 17]
2160,Sad/cropped_emotions.254590.png,Sad,[  0   0   0 ... 152 113  98]
2161,Sad/3b94e08423bf7edb6920a619890a254312afc8123c7a51b170840b0f.jpg,Sad,[21 10  8 ... 96 69 76]
2162,Sad/cropped_emotions.5595.png,Sad,[0 0 0 ... 0 0 0]
2163,Sad/4f5de698bc3ae1166ec51ee137fb29348422d3d375e1992d91e8e36c.jpg,Sad,[147 147 143 ...  44  52  73]
2164,Sad/2f529ac8a9e9f3c94bee976c1fd2befd0eb34b1e293af5be3a9efd79.jpg,Sad,[89 78 72 ... 48 44 43]
2165,Sad/cropped_emotions.499317.png,Sad,[0 0 0 ... 0 0 0]
2166,Sad/cropped_emotions.499080.png,Sad,[245 199 157 ... 181 154 143]
2167,Sad/0f1400a4403e66ad7a927df634186d37576c43636d7af0044da708e0.jpg,Sad,[207 213 213 ... 205 205 207]
2168,Sad/1e0366af4bd4ed92ead48d5916ecd619162d86ee5536121290624cf3.jpg,Sad,[138 114 133 ...  70  81  73]
2169,Sad/6f76e5fa092aea07d9688c35699881b40814cbbb906d5fb8adcb4f43.jpg,Sad,[105  80  60 ... 233 244 246]
2170,Sad/1ccc928ec62a2ec34f4f0c592b5e2d99a945eec1b44ada38cff9b296.jpg,Sad,[3 2 0 ... 3 2 0]
2171,Sad/cropped_emotions.251948.png,Sad,[  0   0   0 ... 161  26  59]
2172,Sad/cropped_emotions.568019.png,Sad,[ 0  0  0 ... 30 28 29]
2173,Sad/7a45d617857cdcea2543a7db92565ac87ed4e101abcbadf70852a037.jpg,Sad,[119 119 119 ...  39  39  39]
2174,Sad/0be6344364b8afb453b2ec08bb89982d28b732d1f9cc371f0e16349e.png,Sad,[235 221 224 ...  60  63  47]
2175,Sad/5e81347d6a9f1f33edc37e4d66ab9b63a50ead683aa05ea7ee4a4570.jpg,Sad,[55 60 66 ... 84 58 45]
2176,Sad/1c1a365b256c9afd1bc001f53da6040d9c0c54383aedf57f90ae7f7f.jpg,Sad,[ 17   1   1 ... 142  39   4]
2177,Sad/4f3fbd9a42f17b88c3a7b32da47f545dfc1349843f8a1eeb19fdd62f.jpg,Sad,[150 125 104 ... 216  60 127]
2178,Sad/7a88dcbb051150edd600a3b2e4cb4341ff8f322e4d8c0b369c9ffa05.jpg,Sad,[105 101 100 ...  29  42  48]
2179,Sad/1b3401042c628c365e69aec5e498f12507a11993b6117f0ff8f887b2.jpg,Sad,[171 147 111 ... 225 217 214]
2180,Sad/6b46b7c1b6cd440cb21ce4bbcdefbcabc66a6d729fe76d0d013c7988.jpg,Sad,[111 142 134 ...  31  27  18]
2181,Sad/7a31bc979c09653e746a164d1e99b6208fad92f18daad8304b42159a.jpg,Sad,[ 24  27  32 ... 211 210 224]
2182,Sad/1ab25cac2960c4e786df89a3a49348517c6e064636ca3cbc45bd1c2d.JPG,Sad,[ 91  15  54 ... 191  68 149]
2183,Sad/6ebb7ed64bdfdf0abe155b75b477dd356ee5b9187da9775dd13a5ac6.jpg,Sad,[243 247 250 ...  54  54  54]
2184,Sad/cropped_emotions.164058.png,Sad,[176 174 175 ... 170 110  64]
2185,Sad/2c864044fce335b883292ad3027716a171722cf74e65cb363c409c77.png,Sad,[255 255 255 ...  48  35  61]
2186,Sad/0b90b1e8efb1f93611ff12847dc8c244712bef9c1b7026fb0c773be3.jpg,Sad,[145 118 113 ...  25  85 145]
2187,Sad/0e3a0db7374ad3b2b0c190ff2aec26ccc40ca4a737e1fcfa872cc190.jpg,Sad,[213 176 137 ... 106  89 196]
2188,Sad/cropped_emotions.5894.png,Sad,[ 0  0  0 ... 94 69 59]
2189,Sad/7f90d1375211b5c29a50dab996f063f5b1aa91d9dc1160b6a04a2745.jpg,Sad,[112  73  69 ...  34  27  32]
2190,Sad/0f3178bdde64110f343f21d15d0a100f5c6eae6d34273928b07ceb91.jpg,Sad,[116 116 116 ...   8   8   8]
2191,Sad/6c9f27f3e35b0d23f2fe8475903870cbca2d095daf47ab96dca0e038.JPG,Sad,[145 130  78 ... 214 185 148]
2192,Sad/04bd2c30b4e1ee8ea0a273745207a6f634edf869e0488f6ae11a9e02.jpg,Sad,[ 41  43  40 ... 228 176 136]
2193,Sad/cropped_emotions.499326.png,Sad,[86 73 41 ...  8  9  4]
2194,Sad/cropped_emotions.499319.png,Sad,[154 155 159 ...   0   0   0]
2195,Sad/0fb8629ba82cbb1590ce9a152873f5306c1eb63d1d8598a01c30d675.jpg,Sad,[242 241 239 ... 232 227 224]
2196,Sad/1e64e90f5402027edbb1d131113bcdf3985199b26e2e8ac7d8a2b0c3.jpg,Sad,[ 93 105 121 ... 156 148 125]
2197,Sad/0ec2cfb73dc1a1a72b184404bdeeeb2cc7226ab549cdec9ae67ee895.jpg,Sad,[120 106  96 ... 153 159 159]
2198,Sad/3a4db72cbb498c8f8c6acbf05841f8f5923c7241332c9c142e96d268.jpg,Sad,[142 168 165 ... 112 135 141]
2199,Sad/0cb7e913a1ef21ae57576f21dea5b68f13831f90adcc8f3de357b902.jpg,Sad,[56 56 58 ... 18 18 18]
2200,Sad/cropped_emotions.6210.png,Sad,[19  4  0 ...  0  0  0]
2201,Sad/5eed1cd081376752a71398930d9b9bf4d04e8bb781bb7d990dd3c7f0.jpg,Sad,[139 157 171 ...  31  95 107]
2202,Sad/6ee7c3ae1b98638bc294ea4c51c46160c3bf685db8f85ddddd23fc66.jpg,Sad,[ 89  86  80 ... 200 223 253]
2203,Sad/5ce98ae64a2828f00571951d9cbe441c4b55e8083f48b8f07ed5804a.jpg,Sad,[254 247 240 ...  36  17   8]
2204,Sad/0b35ba780731abec90fa5c1574fcc6c9f5f7b7bab69815ef1eb279d5.jpeg,Sad,[173 174 168 ... 175 180 173]
2205,Sad/cropped_emotions.499100.png,Sad,[ 45  25 110 ... 185 176 206]
2206,Sad/8b81ec9745bc6b90b58da4cd261fec1e1e9f33890667662782b148da.jpg,Sad,[67 67 69 ... 40 32 28]
2207,Sad/7e31df9524a7e3160430f0a5303abd26348733cf73670cdbaf5a00e3.jpg,Sad,[48 52 98 ... 63 58 55]
2208,Sad/6ea0208e887174251937025bbbb9e0392c0331bbad43bb8a96977a33.png,Sad,[237 242 245 ... 116 114 134]
2209,Sad/6b3d35fc8b6a5e0478209e94f7107b57e4b39ae386469f7d0eb15c71.jpeg,Sad,[67 49 27 ... 15  0  5]
2210,Sad/5c5a0849f401b08bd9ba08426a967aa24846585986f93ec0fc495fe4.jpg,Sad,[ 19  18  23 ... 221 231 232]
2211,Sad/01fd86529f3b2d291dd5f35959a13b0ddb3a1704402cd7c37ff5bb52.JPG,Sad,[ 82  65  32 ... 191 171  87]
2212,Sad/0b7183bc84271d2b876fbafa487719b78d75f41d05daca6eace3506c.jpg,Sad,[ 51  41  32 ... 105  94  88]
2213,Sad/cropped_emotions.5716.png,Sad,[255 255 255 ...   0   0   0]
2214,Sad/cropped_emotions.252770.png,Sad,[255 200 205 ... 253 204 208]
2215,Sad/1ef412474e0862eab3acce759488621154ed3204ab6e99dffe5750c2.jpg,Sad,[153 155 142 ...  42  49  31]
2216,Sad/cropped_emotions.152816.png,Sad,[252 252 252 ...  23  12  29]
2217,Sad/2ca948ae280d081509d90dab986fbe13ca3cb631c037639ed7e6b43a.jpg,Sad,[186 188 183 ...  50  51  45]
2218,Sad/cropped_emotions.499382.png,Sad,[0 0 0 ... 0 0 0]
2219,Sad/cropped_emotions.5651.png,Sad,[219 218 213 ... 147 178 102]
2220,Sad/cropped_emotions.141488.png,Sad,[38 31 31 ... 64 62 44]
2221,Sad/cropped_emotions.499107.png,Sad,[207 210 217 ...  47  38  39]
2222,Sad/1a3e0219ee448996f03c93b0f9603f93ad9c98a753d319274631acb9.jpg,Sad,[242 253 255 ...   0   1   7]
2223,Sad/5ceec237ff5fef3a42e9858e772652ac927b2d379ff9e493282a4c66.jpg,Sad,[238 234 231 ... 247 249 246]
2224,Sad/1a9c45e0faeefa39a58954e053254ce9ce7f693618e3d2131dd6b7fa.jpg,Sad,[ 12  14   9 ... 179 175 164]
2225,Sad/8c8de01769b457c97d089d16860c54b6a5501677bab05e07b74b0fe5.jpg,Sad,[194 201 167 ...  26  23  50]
2226,Sad/3c63d07a9e2d4694cabdf6092546ca94814eca9b3885523f5d55f227.jpg,Sad,[141 109 112 ... 192 211 240]
2227,Sad/07eee1909cae7f5c3893bf7d900f3fcdb11dcb53b6ecc9640a7fdf43.jpg,Sad,[186 215 221 ...  47  25  29]
2228,Sad/8ac69fe0fdf9b0c00e79c36624b6fc3c6fa225891b758763da10afd3.jpg,Sad,[100 180 191 ... 255 238 199]
2229,Sad/7ac614ce5d7a6d4762863e07cb864045d65f59c4ca7af584ee564ba9.jpg,Sad,[180 185 187 ... 102  80  69]
2230,Sad/cropped_emotions.152080.png,Sad,[104  98  76 ... 145  84  55]
2231,Sad/1af0700d2fa6d896823c23f6c5b38880bc283b55530ad91b082041e8.jpg,Sad,[182 164 152 ... 163 164 148]
2232,Sad/2d00cf393de02dd8d1e6d7a2ba53e095449610967638927227a3e01a.jpg,Sad,[174 204 254 ... 193 217 255]
2233,Sad/cropped_emotions.499040.png,Sad,[0 0 0 ... 0 0 0]
2234,Sad/cropped_emotions.499304.png,Sad,[208 213 214 ... 202 214 229]
2235,Sad/cropped_emotions.5854.png,Sad,[  0   0   0 ... 108  85  87]
2236,Sad/5b33ae2bd9b1c6397aa98ed4c224e07a3c3627c0e540126b3c06a12d.jpg,Sad,[31 29 30 ... 32 30 31]
2237,Sad/cropped_emotions.164527.png,Sad,[160 157 161 ...  52  36  63]
2238,Sad/cropped_emotions.6052.png,Sad,[  0   0   0 ... 125  98  72]
2239,Sad/4f6b776b4f4176c6a72fc1db484eeb34c1dbe31ab554086f66760e06.jpg,Sad,[ 55  20  14 ... 134  94 105]
2240,Sad/5d87c525e87bd7530fe30dc2f0b3736924faff221e6de4eae17f7a65.png,Sad,[48 45 43 ... 23 49 12]
2241,Sad/0b5c1457f360ca4c3313f40b9ae2fe76dd9816ab2e4139358b5ae4fd.png,Sad,[197 197 197 ...  16  16  16]
2242,Sad/0af12cf2c251a8b1b9a3fbb605dc49c635afecc2acf63c7242993fa8.jpg,Sad,[10  2  3 ...  6 22 37]
2243,Sad/0c9479c205bbb1cb3be030802ba281539e0c102d9f317c3397e04e94.jpg,Sad,[235 241 246 ...  71  49  37]
2244,Sad/3aeb88795af7c4aae44e4ab71ebd38bb96e5b74f9058a790ce234d4a.png,Sad,[98 82 54 ... 91 75 51]
2245,Sad/00ba443d2e8b93220b90abd39924a234108ae299d43a3f28bc96256b.jpg,Sad,[223 114  50 ...  86 111  47]
2246,Sad/cropped_emotions.6092.png,Sad,[ 76  50  15 ... 143 123  88]
2247,Sad/2d7926f3ac7d49bfc12b4cba7dbad6c450a1caac4dcac32e5d7e5964.png,Sad,[180 159  47 ...  27  27  37]
2248,Sad/0a5ecd8db6535c1853a816caa67336d330251b6b0cac69db92b9f0b7.jpg,Sad,[ 94  97  88 ... 133  99  74]
2249,Sad/1c6791f53a6dc70f32864b4feb3283c0d31182724622eef8edfee03a.jpg,Sad,[ 31  10   7 ... 146 105  77]
2250,Sad/1e7cd78803fcc718fbc2200889af515ca72c8f83a075298fb0223b0b.jpg,Sad,[47 48 43 ... 13 13  8]
2251,Sad/cropped_emotions.499301.png,Sad,[0 0 0 ... 0 0 0]
2252,Sad/cropped_emotions.253165.png,Sad,[75 38 22 ... 65 33 20]
2253,Sad/cropped_emotions.6285.png,Sad,[18 12  6 ... 47 29 16]
2254,Sad/4a29b1827550e8b09fda53e0fe5a2586bd8ec6d149850ca152c99942.jpg,Sad,[ 25  15  13 ... 197 152 131]
2255,Sad/7a8a56ca7b6d1ffefedb861a0d499c6254b47f83ac92f2e949c95929.jpg,Sad,[204 205 200 ...  14  12   8]
2256,Sad/5fea093e73b1d13013f0d6d92b18a9ee8ad8b8fa7271a0d98cf39c97.jpg,Sad,[221 229 231 ... 200 172 151]
2257,Sad/5fd99ecc192af33f3e02e50b87a389a6f84fc0d05e084442a436dcda.PNG,Sad,[25 39 30 ... 74 56 46]
2258,Sad/2b0adf341a9f6b20d13502d7df54c1e4e173a495b414a97989fa82b5.jpg,Sad,[155 156 148 ... 129  84  62]
2259,Sad/2a16c8a9326a02441401da26fc2945c38dedb216276456a3abf6e2c8.jpg,Sad,[234 207 162 ...  36  37  41]
2260,Sad/cropped_emotions.5635.png,Sad,[0 0 0 ... 0 0 0]
2261,Sad/1ff9557cca83e41660788cd0fbbefc6708983548c10c7a88055ae929.png,Sad,[255 255 255 ... 255 255 255]
2262,Sad/06fb939128abe8b59045895a9d0807b5f07900d5bd0733b7cbfe1ec7.jpg,Sad,[249 245 244 ... 175 159 136]
2263,Sad/cropped_emotions.253497.png,Sad,[255 239 243 ...  27  13  13]
2264,Sad/4c0158724d03cbd04ee8d040aa6812d1b756a91816f47973b1381627.jpg,Sad,[ 14  19  19 ... 151 134 116]
2265,Sad/5f1797e1154cca1717c78793d6e72595eb21029f5f194249ae12c6a0.jpg,Sad,[ 26  47  50 ... 170 176 188]
2266,Sad/7b85b745afd407fb65171a17ebeae193b4c98108bd0aedc54a2934ae.jpg,Sad,[ 33  16   6 ... 112  90  49]
2267,Sad/03a037de0640e630b70ee9adf25177f067fd21b5f2cc09f6d82c441a.jpg,Sad,[116 104 126 ...  19   0   0]
2268,Sad/0f881e4642517d5c4c97679248b3d760310085214d7adfcfc584a192.jpg,Sad,[194 218 230 ...  87  82  63]
2269,Sad/cropped_emotions.499051.png,Sad,[251 254 235 ... 182 135  40]
2270,Sad/1a13ffdbbd46b0a2ab13c032240902fa9504401645df2ec79a9dabb7.jpg,Sad,[155 152 133 ...  98  69  52]
2271,Sad/cropped_emotions.5927.png,Sad,[  0   0   0 ...   9  39 100]
2272,Sad/7c52b1f5e915383618892358e82680113122b99de925f250aaa5daba.jpg,Sad,[243 240 235 ...  17  28  34]
2273,Sad/5a1ddea308896b28744b007505fd14da42e761cc35af74b8e37e36a1.jpg,Sad,[ 47  47  47 ... 139 139 139]
2274,Sad/2f36fad7dc6ccf9525acd64320f52e3fb66df3ef239c01a39348fbbe.jpg,Sad,[41 40 38 ... 64 57 51]
2275,Sad/4b1ada25714ed198b1d5995c33f05779fb7bd07b2394a5438aa7bcb9.jpg,Sad,[ 0  0  0 ... 35 18 36]
2276,Sad/0d5fb65c5ccfd6643e4b7488ea61477ead2aea565ca9773064df854b.jpg,Sad,[173 121  45 ...  43  28   9]
2277,Sad/3dad68c9ece765ebb92e732d94d4c19734ec2787c717eb23f4917479.jpg,Sad,[119 113  87 ... 193 132  78]
2278,Sad/6b44cd35dc840fb4975947c2383ea8a00a0438233a26ea735cdd9bd5.jpg,Sad,[123 112  92 ...   8   8   9]
2279,Sad/0ddedb7ecd605a86e1b84cf75bb66c07f40a9e062a0dbc18fc1a6dae.jpg,Sad,[ 68  71  54 ... 198 145 141]
2280,Sad/0b129ba0da23c187b15645c6cbb6a67a607b953a5d12a8b764139611.jpg,Sad,[15 11  8 ... 66 71 85]
2281,Sad/cropped_emotions.499292.png,Sad,[0 0 0 ... 0 0 0]
2282,Sad/8ab68fb457b74c834d97d6583dc8f2128f490b74ddf5a03e6a6e9a42.jpg,Sad,[190 183  76 ... 201 147 111]
2283,Sad/8c3ef0fd9f6e35ae4a9b61f0e52df6780feb1ae786fb09d7d8e0c810.jpg,Sad,[ 31  31  29 ... 113  99  70]
2284,Sad/8a4b85bdf98af21382f46309825345dfd736ef36ef22135269aa36ff.jpg,Sad,[204 211 219 ... 251 250 248]
2285,Sad/6d2dedd7c686be1ade7f3572be4731ba5e00cc10c194bdaf02550c25.jpg,Sad,[151 219 172 ... 240 254 254]
2286,Sad/0fb8799a013eacc097bb029a13a01f471fb5de8c74295ae446ba3250.jpg,Sad,[255 255 255 ... 224 187 204]
2287,Sad/1d2e930c53e2fba0fa52bb45fc7b03ca59468243331d05afe8fa1ddf.jpg,Sad,[173 123 119 ...  21  12  17]
2288,Sad/4cfff30e205a70234085da210559b8a20ded79fdc1389c4f5a039bf3.jpg,Sad,[133  74  34 ... 105  96  89]
2289,Sad/4c2feced876dfd91db7fca2d9f606eece0afc0363946007d98843a4d.jpg,Sad,[188 188 188 ...  40  39  45]
2290,Sad/4bc4b3e802cfa81f263367c2d5d4f35bb0d68328b29e5b23f0daf98f.jpg,Sad,[ 1  0  0 ... 36 28 25]
2291,Sad/7f65160e4f404a38315d68a13cd4b29ba3003c0f3c75190c5ca91899.jpg,Sad,[103  99  96 ...  88  84  83]
2292,Sad/4aa018e8b03dca0b72872bc4106db10f4630e7468dbd362492b6c400.jpg,Sad,[171 164 145 ... 201 191 140]
2293,Sad/cropped_emotions.499261.png,Sad,[0 0 0 ... 0 0 0]
2294,Sad/0e4f3b68a14b49505aaecedc36992121e2b7d70c73277f744caaff2f.jpg,Sad,[ 19  15  11 ... 192 175 155]
2295,Sad/1ffcb1f055e2e302d940c312cdef1e3ee911e97b383e358578ff3a37.jpg,Sad,[252 252 250 ...  41  96  99]
2296,Sad/0eef1eff147334814f5428ea9ca2a916260dfa41ac8a6e60a4c2353c.jpg,Sad,[ 3  3  3 ... 64 75 79]
2297,Sad/cropped_emotions.499386.png,Sad,[0 0 0 ... 0 0 0]
2298,Sad/1d470204ab1d20f11228c1410abd45e25233e53001a701206173ab05.jpg,Sad,[220 210 218 ... 195 181 154]
2299,Sad/0dce7291bb48e980af5fc7d7cb163dd89b777711bdb52790c59e6e50.jpg,Sad,[ 6 18 14 ... 50 61 53]
2300,Sad/3a3b1540db218877c85e21a4190b0a3bf110eae4eef9f2a18818f925.jpg,Sad,[152 152 152 ... 208 208 208]
2301,Sad/4c255eebb449a1c1a49ea642928c9f3391b99c4ae3e81b63196252c5.jpg,Sad,[173 158 155 ... 103  98  95]
2302,Sad/8bbce223bbf2cf71c0746446622fc1d3666fea4357571873186ed764.jpg,Sad,[127 120 101 ...  32  36  39]
2303,Sad/4cd1ad1bc38e3625db4c3282f63d63e94d4dc2c10c9e79191db2a46f.jpg,Sad,[41 26 18 ...  0  0  0]
2304,Sad/cropped_emotions.499281.png,Sad,[0 0 0 ... 0 0 0]
2305,Sad/cropped_emotions.499201.png,Sad,[0 0 0 ... 0 0 0]
2306,Sad/1f947e23e1853dd0a48c320866a0b716b130be8ab82876f7a7ff9dc9.jpg,Sad,[  3  19  34 ... 174 185 171]
2307,Sad/0bf9aec7675ecad7a4025f1916e2b3bb382f338cb87cf5531012ef8b.jpg,Sad,[90 72 50 ... 91 60 58]
2308,Sad/6d1ce3c3de69322caff7b0841d3c6023c38d1210b1c6271fbb29ec29.jpg,Sad,[247 247 249 ... 236 234 239]
2309,Sad/0afd0bcf8458ddc13aaea6abe4a87d6df5c072f822ba5bb277b04588.jpg,Sad,[115  93  73 ... 217 217 236]
2310,Sad/6ebdafe37ae37f0dd27cedda6cb4e5d99b99be517479221738414e0a.jpg,Sad,[ 97  70  22 ... 120  85  56]
2311,Sad/cropped_emotions.6082.png,Sad,[  0   0   0 ... 171 125 103]
2312,Sad/6b145bde1975885f56e8e2ec920fa08cd8e8823ff60013c658cab111.jpg,Sad,[ 67  56  52 ... 173 128 104]
2313,Sad/0ed84646c7939212d4b2c47784ffb1b7a33fd6b4628a2117791c53cc.jpg,Sad,[181 181 181 ... 135 135 135]
2314,Sad/5f43073b6c31039ce8fb66ca2ed657f897ffca3febe262416b29f28d.jpg,Sad,[ 31  24   7 ... 139  93  57]
2315,Sad/3d23a1a932bd72755e18b4291b016016754857b9efa8aa42f9f17661.jpg,Sad,[  3 127 191 ...   1  82 205]
2316,Sad/7f02e7a72cbf9fdd049ffd83bb7fad12321b2628d06139881e0cf928.jpg,Sad,[ 50  36  23 ... 149 143 177]
2317,Sad/cropped_emotions.151054.png,Sad,[ 20  19  25 ... 254 195 175]
2318,Sad/cropped_emotions.499278.png,Sad,[53 59 55 ... 42 45 43]
2319,Sad/5f443e9d2e7bc1c350fd1f47afef93fa168f8d2954923d6244a99757.jpg,Sad,[167 175 183 ...  50  44  56]
2320,Sad/5f7d1d5b4f20d85c80d5a3dba5c62130b8407df82d64b10250c44e69.jpg,Sad,[ 0  0  0 ... 21 22 27]
2321,Sad/7abc5c677729e81135e04ef054e3995ffa83882975a0f37019f58eef.jpg,Sad,[ 20  10   8 ... 182 152 122]
2322,Sad/1dea3894c1c47bbf825a4238d29ece60d220dd36f3749febf65aeb73.jpg,Sad,[128 122 108 ... 121 115 101]
2323,Sad/0e4b047da4a64e825e9e7693b92fb1d14dbebf315cce2b5e1390f079.jpg,Sad,[14  9 13 ... 92 72 63]
2324,Sad/4a21061f3c8df90f79d98b13d3ae5404c030f977fdda4e0403dc70ce.jpg,Sad,[92 80 68 ... 76 72 69]
2325,Sad/0f09466ec64ce84dd9b180aeebfff0a81b7c7ec48207d0df775f2870.jpg,Sad,[226 235 237 ... 113 107 148]
2326,Sad/3a2d07d698bfa8dd49d99698228b6f539db33723803b7636b77229c0.jpg,Sad,[27 17 47 ... 47 23 90]
